Wages
4,2
4,2
4,2
4,2
4,2
4,3
4,3
4,3
4,3
4,3
4,3
4,36
4,42
4,48
4,54
4,6
4,6
4,6
4,6
4,6
4,6
4,68
4,76
4,84
4,92
5
5
5
5
5
5
5
5
5
5
5
5,04
5,08
5,12
5,16
5,2
5,18
5,16
5,14
5,12
5,1
5,16
5,22
5,28
5,34
5,4
5,42
5,44
5,46
5,48
5,5
5,48
5,46
5,44
5,42
5,4
5,44
5,48
5,52
5,56
5,6
5,6
5,6
5,6
5,6
5,6
5,6
5,6
5,6
5,6
5,6
5,6
5,6
5,6
5,6
5,6
5,72
5,84
5,96
6,08
6,2
6,26
6,32
6,38
6,44
6,5
6,46
6,42
6,38
6,34
6,3
6,38
6,46
6,54
6,62
6,7
6,7
6,7
6,7
6,7
6,7
6,76
6,82
6,88
6,94
7
7,02
7,04
7,06
7,08
7,1
7,22
7,34
7,46
7,58
7,7
7,7
7,7
7,7
7,7
7,7
7,82
7,94
8,06
8,18
8,3
8,42
8,54
8,66
8,78
8,9
9,06
9,22
9,38
9,54
9,7
9,86
10,02
10,18
10,34
10,5
10,7
10,9
11,1
11,3
11,5
11,58
11,66
11,74
11,82
11,9
12,02
12,14
12,26
12,38
12,5
12,54
12,58
12,62
12,66
12,7
12,72
12,74
12,76
12,78
12,8
12,88
12,96
13,04
13,12
13,2
13,34
13,48
13,62
13,76
13,9
14
14,1
14,2
14,3
14,4
14,54
14,68
14,82
14,96
15,1
15,2
15,3
15,4
15,5
15,6
15,7
15,8
15,9
16
16,1
16,36
16,62
16,88
17,14
17,4
17,7
18
18,3
18,6
18,9
19,24
19,58
19,92
20,26
20,6
20,9
21,2
21,5
21,8
22,1
22,56
23,02
23,48
23,94
24,4
24,9
25,4
25,9
26,4
26,9
27,18
27,46
27,74
28,02
28,3
28,46
28,62
28,78
28,94
29,1
29,3
29,5
29,7
29,9
30,1
30,1
30,2
30,3
#N/A
#N/A
#N/A
#N/A
#N/A
#N/A
#N/A
#N/A
#N/A
#N/A
#N/A
#N/A
#N/A
#N/A
#N/A
#N/A
#N/A
